RefSeq_id	Gene_name	Protein_id	Transcript_id	CCDS	HGNC_name_e107
8987	STBD1	NP_003934.1	NM_003943	CCDS3578.1	STBD1
57619	SHROOM3	NP_065910.3	NM_020859	CCDS3579.2	SHROOM3
57619	SHROOM3	XP_005263219.1	PRJNA168;XM_005263162	-	SHROOM3
345079	SOWAHB	NP_001025041.1	NM_001029870	CCDS34017.1	SOWAHB
55752	SEPT11	NP_060713.1	NM_018243	CCDS34018.1	SEPTIN11
10983	CCNI	NP_006826.1	NM_006835	CCDS3580.1	CCNI
901	CCNG2	NP_004345.1	NM_004354	CCDS3581.1	CCNG2
901	CCNG2	XP_005263393.1	PRJNA168;XM_005263336	-	CCNG2
10563	CXCL13	NP_006410.1	NM_006419	CCDS3582.1	CXCL13
65008	MRPL1	NP_064621.3	NM_020236	CCDS3583.2	MRPL1
80144	FRAS1	NP_079350.5	NM_025074	CCDS54771.1	FRAS1
306	ANXA3	NP_005130.1	NM_005139	CCDS3584.1	ANXA3
306	ANXA3	XP_005263030.1	PRJNA168;XM_005262973	-	ANXA3
55589	BMP2K	NP_942595.1	NM_198892	CCDS47083.1	BMP2K
152559	PAQR3	NP_001035292.1	NM_001040202	CCDS34020.1	PAQR3
84779	NAA11	NP_116082.1	NM_032693	CCDS47084.1	NAA11
2712	GK2	NP_149991.2	NM_033214	CCDS3585.1	GK2
118429	ANTXR2	NP_477520.2	NM_058172	CCDS47085.1	ANTXR2
56978	PRDM8	NP_064611.3	NM_020226	CCDS43243.1	PRDM8
56978	PRDM8	NP_001092873.1	NM_001099403	CCDS43243.1	PRDM8
56978	PRDM8	XP_005263203.1	PRJNA168;XM_005263146	-	PRDM8
2250	FGF5	NP_004455.2	NM_004464	CCDS34021.1	FGF5
255119	C4orf22	NP_689983.2	NM_152770	CCDS3587.1	CFAP299
651	BMP3	NP_001192.2	NM_001201	CCDS3588.1	BMP3
5593	PRKG2	NP_006250.1	NM_006259	CCDS3589.1	PRKG2
5593	PRKG2	XP_005263183.1	PRJNA168;XM_005263126	-	PRKG2
9987	HNRNPDL	NP_112740.1	NM_031372	CCDS3593.1	HNRNPDL
58478	ENOPH1	NP_067027.1	NM_021204	CCDS3594.1	ENOPH1
441027	TMEM150C	NP_001073975.1	NM_001080506	CCDS47087.1	TMEM150C
79966	SCD5	NP_001032671.2	NM_001037582	CCDS34024.1	SCD5
79725	THAP9	NP_078948.3	NM_024672	CCDS3598.1	THAP9
132660	LIN54	NP_919258.2	NM_194282	CCDS3599.1	LIN54
132660	LIN54	XP_005262807.1	PRJNA168;XM_005262750	-	LIN54
51138	COPS4	NP_057213.2	NM_016129	CCDS3600.1	COPS4
51316	PLAC8	NP_057703.1	NM_016619	CCDS3601.1	PLAC8
51316	PLAC8	NP_001124187.1	NM_001130715	CCDS3601.1	PLAC8
51316	PLAC8	NP_001124188.1	NM_001130716	CCDS3601.1	PLAC8
10855	HPSE	NP_006656.2	NM_006665	CCDS3602.1	HPSE
10855	HPSE	NP_001092010.1	NM_001098540	CCDS3602.1	HPSE
51023	MRPS18C	NP_057151.1	NM_016067	CCDS3604.1	MRPS18C
84142	FAM175A	NP_620775.2	NM_139076	CCDS3605.2	ABRAXAS1
84803	AGPAT9	NP_001243350.1	NM_001256421	CCDS3606.1	GPAT3
84803	AGPAT9	NP_116106.2	NM_032717	CCDS3606.1	GPAT3
84803	AGPAT9	NP_001243351.1	NM_001256422	CCDS3606.1	GPAT3
4825	NKX6-1	NP_006159.2	NM_006168	CCDS3607.1	NKX6-1
1040	CDS1	NP_001254.2	NM_001263	CCDS3608.1	CDS1
23001	WDFY3	NP_055806.2	NM_014991	CCDS3609.1	WDFY3
23001	WDFY3	XP_005262916.1	PRJNA168;XM_005262859	-	WDFY3
83478	ARHGAP24	NP_001020787.2	NM_001025616	CCDS34025.1	ARHGAP24
83478	ARHGAP24	XP_005263320.1	PRJNA168;XM_005263263	-	ARHGAP24
83478	ARHGAP24	XP_005263321.1	PRJNA168;XM_005263264	-	ARHGAP24
5602	MAPK10	NP_620448.1	NM_138982	CCDS34026.1	MAPK10
5602	MAPK10	XP_005263186.1	PRJNA168;XM_005263129	-	MAPK10
5602	MAPK10	XP_005263187.1	PRJNA168;XM_005263130	-	MAPK10
5783	PTPN13	NP_542414.1	NM_080683	CCDS47094.1	PTPN13
345274	SLC10A6	NP_932069.1	NM_197965	CCDS3614.1	SLC10A6
132989	C4orf36	XP_005262811.1	PRJNA168;XM_005262754	-	C4orf36
132989	C4orf36	XP_005262812.1	PRJNA168;XM_005262755	-	C4orf36
132989	C4orf36	XP_005262813.1	PRJNA168;XM_005262756	-	C4orf36
4299	AFF1	NP_001160165.1	NM_001166693	CCDS54775.1	AFF1
4299	AFF1	XP_005263064.1	PRJNA168;XM_005263007	-	AFF1
4299	AFF1	XP_005263065.1	PRJNA168;XM_005263008	-	AFF1
57563	KLHL8	NP_065854.3	NM_020803	CCDS3617.1	KLHL8
57563	KLHL8	XP_005263208.1	PRJNA168;XM_005263151	-	KLHL8
345275	HSD17B13	NP_835236.2	NM_178135	CCDS3618.1	HSD17B13
8404	SPARCL1	NP_001121782.1	NM_001128310	CCDS3622.1	SPARCL1
8404	SPARCL1	NP_004675.3	NM_004684	CCDS3622.1	SPARCL1
8404	SPARCL1	XP_005263329.1	PRJNA168;XM_005263272	-	SPARCL1
1834	DSPP	NP_055023.2	NM_014208	CCDS43248.1	DSPP
1758	DMP1	NP_004398.1	NM_004407	CCDS3623.1	DMP1
3381	IBSP	NP_004958.2	NM_004967	CCDS3624.1	IBSP
56955	MEPE	NP_064588.1	NM_020203	CCDS3625.1	MEPE
56955	MEPE	NP_001171623.1	NM_001184694	CCDS3625.1	MEPE
6696	SPP1	NP_001035147.1	NM_001040058	CCDS43250.1	SPP1
5311	PKD2	NP_000288.1	NM_000297	CCDS3627.1	PKD2
9429	ABCG2	NP_004818.2	NM_004827	CCDS3628.1	ABCG2
9429	ABCG2	XP_005263411.1	PRJNA168;XM_005263354	-	ABCG2
9429	ABCG2	XP_005263412.1	PRJNA168;XM_005263355	-	ABCG2
152926	PPM1K	NP_689755.3	NM_152542	CCDS3629.1	PPM1K
55008	HERC6	NP_060382.3	NM_017912	CCDS47098.1	HERC6
51191	HERC5	NP_057407.2	NM_016323	CCDS3630.1	HERC5
84992	PIGY	NP_001036081.1	NM_001042616	CCDS54778.1	PIGY
100996939	PYURF	NP_116295.1	NM_032906	CCDS3631.1	PYURF
8916	HERC3	NP_055421.1	NM_014606	CCDS34028.1	HERC3
8916	HERC3	XP_005263384.1	PRJNA168;XM_005263327	-	HERC3
8916	HERC3	XP_005263385.1	PRJNA168;XM_005263328	-	HERC3
266812	NAP1L5	NP_715638.1	NM_153757	CCDS3632.1	NAP1L5
10144	FAM13A	NP_055698.2	NM_014883	CCDS34029.1	FAM13A
166815	TIGD2	NP_663761.1	NM_145715	CCDS3633.1	TIGD2
166815	TIGD2	XP_005262846.1	PRJNA168;XM_005262789	-	TIGD2
285513	GPRIN3	NP_938022.2	NM_198281	CCDS34030.1	GPRIN3
285513	GPRIN3	XP_005262993.1	PRJNA168;XM_005262936	-	GPRIN3
285513	GPRIN3	XP_005262994.1	PRJNA168;XM_005262937	-	GPRIN3
6622	SNCA	NP_000336.1	NM_000345	CCDS3634.1	SNCA
6622	SNCA	NP_001139526.1	NM_001146054	CCDS3634.1	SNCA
6622	SNCA	NP_001139527.1	NM_001146055	CCDS3634.1	SNCA
6622	SNCA	XP_005263239.1	PRJNA168;XM_005263182	-	SNCA
22915	MMRN1	NP_031377.2	NM_007351	CCDS3635.1	MMRN1
401145	CCSER1	NP_001138537.1	NM_001145065	CCDS47099.1	CCSER1
2895	GRID2	NP_001501.2	NM_001510	CCDS3637.1	GRID2
474	ATOH1	NP_005163.1	NM_005172	CCDS3638.1	ATOH1
27306	HPGDS	NP_055300.1	NM_014485	CCDS3640.1	HPGDS
658	BMPR1B	NP_001194.1	NM_001203	CCDS3642.1	BMPR1B
658	BMPR1B	NP_001243721.1	NM_001256792	CCDS3642.1	BMPR1B
658	BMPR1B	NP_001243723.1	NM_001256794	CCDS3642.1	BMPR1B
658	BMPR1B	XP_005263236.1	PRJNA168;XM_005263179	-	BMPR1B
658	BMPR1B	XP_005263237.1	PRJNA168;XM_005263180	-	BMPR1B
658	BMPR1B	XP_005263238.1	PRJNA168;XM_005263181	-	BMPR1B
8633	UNC5C	NP_003719.3	NM_003728	CCDS3643.1	UNC5C
5161	PDHA2	NP_005381.1	NM_005390	CCDS3644.1	PDHA2
285555	STPG2	NP_777612.1	NM_174952	CCDS3645.1	STPG2
10098	TSPAN5	NP_005714.2	NM_005723	CCDS3646.1	TSPAN5
1977	EIF4E	NP_001959.1	NM_001968	CCDS34031.1	EIF4E
23173	METAP1	NP_055958.2	NM_015143	CCDS47110.1	METAP1
128	ADH5	NP_000662.3	NM_000671	CCDS47111.1	ADH5
127	ADH4	NP_000661.2	NM_000670	CCDS34032.1	ADH4
130	ADH6	NP_001095940.1	NM_001102470	CCDS43255.1	ADH6
124	ADH1A	NP_000658.1	NM_000667	CCDS3648.1	ADH1A
125	ADH1B	NP_000659.2	NM_000668	CCDS34033.1	ADH1B
126	ADH1C	NP_000660.1	NM_000669	-	ADH1C
84103	C4orf17	NP_115525.2	NM_032149	CCDS3649.1	C4orf17
93587	TRMT10A	NP_689505.1	NM_152292	CCDS3650.1	TRMT10A
93587	TRMT10A	NP_001128137.1	NM_001134665	CCDS3650.1	TRMT10A
93587	TRMT10A	NP_001128138.1	NM_001134666	CCDS3650.1	TRMT10A
93587	TRMT10A	XP_005263409.1	PRJNA168;XM_005263352	-	TRMT10A
4547	MTTP	NP_000244.2	NM_000253	CCDS3651.1	MTTP
27071	DAPP1	NP_055210.2	NM_014395	CCDS47112.1	DAPP1
8649	LAMTOR3	NP_068805.1	NM_021970	CCDS3652.1	LAMTOR3
79982	DNAJB14	NP_001026893.1	NM_001031723	CCDS34035.1	DNAJB14
3015	H2AFZ	NP_002097.1	NM_002106	CCDS3654.1	H2AZ1
115265	DDIT4L	NP_660287.1	NM_145244	CCDS34036.1	DDIT4L
115265	DDIT4L	XP_005262778.1	PRJNA168;XM_005262721	-	DDIT4L
51705	EMCN	NP_057326.2	NM_016242	CCDS3655.1	EMCN
5530	PPP3CA	NP_000935.1	NM_000944	CCDS34037.1	PPP3CA
64116	SLC39A8	NP_001128618.1	NM_001135146	CCDS3656.1	SLC39A8
64116	SLC39A8	NP_071437.3	NM_022154	CCDS3656.1	SLC39A8
64116	SLC39A8	XP_005263234.1	PRJNA168;XM_005263177	-	SLC39A8
4790	NFKB1	NP_003989.2	NM_003998	CCDS3657.1	NFKB1
4126	MANBA	NP_005899.3	NM_005908	CCDS3658.1	MANBA
7323	UBE2D3	NP_871615.1	NM_181886	CCDS3660.1	UBE2D3
7323	UBE2D3	NP_871616.1	NM_181887	CCDS3660.1	UBE2D3
7323	UBE2D3	NP_871617.1	NM_181888	CCDS3660.1	UBE2D3
7323	UBE2D3	NP_871618.1	NM_181889	CCDS3660.1	UBE2D3
7323	UBE2D3	NP_871619.1	NM_181890	CCDS3660.1	UBE2D3
7323	UBE2D3	NP_871620.1	NM_181891	CCDS3660.1	UBE2D3
7323	UBE2D3	NP_003331.1	NM_003340	CCDS3660.1	UBE2D3
7323	UBE2D3	XP_005263258.1	PRJNA168;XM_005263201	-	UBE2D3
493856	CISD2	NP_001008389.1	NM_001008388	CCDS34040.1	CISD2
133308	SLC9B2	NP_849155.2	NM_178833	CCDS3662.1	SLC9B2
56898	BDH2	NP_064524.3	NM_020139	CCDS3663.1	BDH2
56898	BDH2	XP_005263196.1	PRJNA168;XM_005263139	-	BDH2
6870	TACR3	NP_001050.1	NM_001059	CCDS3664.1	TACR3
80319	CXXC4	NP_079488.2	NM_025212	CCDS3665.2	CXXC4
54790	TET2	NP_001120680.1	NM_001127208	CCDS47120.1	TET2
54790	TET2	XP_005263139.1	PRJNA168;XM_005263082	-	TET2
27068	PPA2	NP_789845.1	NM_176869	CCDS3667.1	PPA2
54848	ARHGEF38	NP_001229658.1	NM_001242729	CCDS56338.1	ARHGEF38
57117	INTS12	NP_065128.2	NM_020395	CCDS3671.1	INTS12
57117	INTS12	NP_001135943.1	NM_001142471	CCDS3671.1	INTS12
57117	INTS12	XP_005263205.1	PRJNA168;XM_005263148	-	INTS12
57117	INTS12	XP_005263206.1	PRJNA168;XM_005263149	-	INTS12
79807	GSTCD	NP_001026890.2	NM_001031720	CCDS43257.1	GSTCD
79807	GSTCD	XP_005263279.1	PRJNA168;XM_005263222	-	GSTCD
93627	TBCK	XP_005263410.1	PRJNA168;XM_005263353	-	TBCK
9255	AIMP1	NP_004748.2	NM_004757	CCDS3674.1	AIMP1
9255	AIMP1	NP_001135887.1	NM_001142415	CCDS3674.1	AIMP1
100507096	GIMD1	NP_001182067.1	NM_001195138	-	GIMD1
27123	DKK2	NP_055236.1	NM_014421	CCDS3675.1	DKK2
9061	PAPSS1	NP_005434.4	NM_005443	CCDS3676.1	PAPSS1
166929	SGMS2	NP_689834.1	NM_152621	CCDS3677.1	SGMS2
166929	SGMS2	NP_001129729.1	NM_001136257	CCDS3677.1	SGMS2
166929	SGMS2	NP_001129730.1	NM_001136258	CCDS3677.1	SGMS2
166929	SGMS2	XP_005262850.1	PRJNA168;XM_005262793	-	SGMS2
166929	SGMS2	XP_005262851.1	PRJNA168;XM_005262794	-	SGMS2
166929	SGMS2	XP_005262852.1	PRJNA168;XM_005262795	-	SGMS2
113612	CYP2U1	NP_898898.1	NM_183075	CCDS34047.1	CYP2U1
6164	RPL34	NP_000986.2	NM_000995	CCDS3680.1	RPL34
6164	RPL34	NP_296374.1	NM_033625	CCDS3680.1	RPL34
6164	RPL34	XP_005263229.1	PRJNA168;XM_005263172	-	RPL34
6164	RPL34	XP_005263230.1	PRJNA168;XM_005263173	-	RPL34
58505	OSTC	NP_067050.1	NM_021227	CCDS3681.1	OSTC
64850	ETNPPL	NP_112569.2	NM_031279	CCDS3682.1	ETNPPL
55013	CCDC109B	NP_060388.2	NM_017918	CCDS3683.2	MCUB
839	CASP6	NP_001217.2	NM_001226	CCDS3684.1	CASP6
81579	PLA2G12A	NP_110448.2	NM_030821	CCDS3686.1	PLA2G12A
54433	GAR1	NP_061856.1	NM_018983	CCDS34050.1	GAR1
54433	GAR1	NP_127460.1	NM_032993	CCDS34050.1	GAR1
54433	GAR1	XP_005263126.1	PRJNA168;XM_005263069	-	GAR1
10692	RRH	NP_006574.1	NM_006583	CCDS3687.1	RRH
345193	LRIT3	NP_940908.3	NM_198506	CCDS3688.3	LRIT3
1950	EGF	NP_001954.2	NM_001963	CCDS3689.1	EGF
79071	ELOVL6	NP_076995.1	NM_024090	CCDS3690.1	ELOVL6
79071	ELOVL6	NP_001124193.1	NM_001130721	CCDS3690.1	ELOVL6
79071	ELOVL6	XP_005263264.1	PRJNA168;XM_005263207	-	ELOVL6
79071	ELOVL6	XP_005263265.1	PRJNA168;XM_005263208	-	ELOVL6
2028	ENPEP	NP_001968.3	NM_001977	CCDS3691.1	ENPEP
55435	AP1AR	NP_061039.3	NM_018569	CCDS3696.1	AP1AR
92610	TIFA	NP_443096.1	NM_052864	CCDS34051.1	TIFA
80216	ALPK1	NP_079420.3	NM_025144	CCDS3697.1	ALPK1
80216	ALPK1	NP_001095876.1	NM_001102406	CCDS3697.1	ALPK1
63973	NEUROG2	NP_076924.1	NM_024019	CCDS3698.1	NEUROG2
55345	C4orf21	NP_060862.3	NM_018392	-	ZGRF1
55345	C4orf21	XP_005263172.1	PRJNA168;XM_005263115	-	ZGRF1
51574	LARP7	NP_057732.2	NM_016648	CCDS3701.2	LARP7
51574	LARP7	NP_056269.1	NM_015454	CCDS3701.2	LARP7
287	ANK2	NP_001139.3	NM_001148	CCDS3702.1	ANK2
79642	ARSJ	NP_078866.3	NM_024590	CCDS43264.1	ARSJ
79642	ARSJ	XP_005263268.1	PRJNA168;XM_005263211	-	ARSJ
64579	NDST4	NP_072091.1	NM_022569	CCDS3706.1	NDST4
133022	TRAM1L1	NP_689615.2	NM_152402	CCDS3707.1	TRAM1L1
9348	NDST3	NP_004775.1	NM_004784	CCDS3708.1	NDST3
8492	PRSS12	NP_003610.2	NM_003619	CCDS3709.1	PRSS12
57721	METTL14	NP_066012.1	NM_020961	CCDS34053.1	METTL14
9871	SEC24D	NP_055637.2	NM_014822	CCDS3710.1	SEC24D
171024	SYNPO2	NP_597734.2	NM_133477	CCDS34054.1	SYNPO2
51778	MYOZ2	NP_057683.1	NM_016599	CCDS3711.1	MYOZ2
54532	USP53	NP_061923.2	NM_019050	CCDS43265.1	USP53
54532	USP53	XP_005263130.1	PRJNA168;XM_005263073	-	USP53
54532	USP53	XP_005263131.1	PRJNA168;XM_005263074	-	USP53
401152	C4orf3	NP_001001701.2	NM_001001701	CCDS43266.1	C4orf3
2169	FABP2	NP_000125.2	NM_000134	CCDS3712.1	FABP2
4085	MAD2L1	NP_002349.1	NM_002358	CCDS3715.1	MAD2L1
11107	PRDM5	NP_061169.2	NM_018699	CCDS3716.1	PRDM5
79625	NDNF	NP_078850.3	NM_024574	CCDS3717.2	NDNF
79931	TNIP3	NP_079149.3	NM_024873	CCDS3718.1	TNIP3
84109	QRFPR	NP_937822.2	NM_198179	CCDS3719.1	QRFPR
308	ANXA5	NP_001145.1	NM_001154	CCDS3720.1	ANXA5
5393	EXOSC9	NP_005024.2	NM_005033	CCDS3722.2	EXOSC9
55212	BBS7	NP_789794.1	NM_176824	CCDS3724.1	BBS7
7222	TRPC3	NP_001124170.1	NM_001130698	CCDS47130.1	TRPC3
132612	ADAD1	NP_640336.1	NM_139243	CCDS34058.1	ADAD1
132612	ADAD1	XP_005262798.1	PRJNA168;XM_005262741	-	ADAD1
132612	ADAD1	XP_005262799.1	PRJNA168;XM_005262742	-	ADAD1
132612	ADAD1	XP_005262800.1	PRJNA168;XM_005262743	-	ADAD1
3558	IL2	NP_000577.2	NM_000586	CCDS3726.1	IL2
59067	IL21	NP_068575.1	NM_021803	CCDS3727.1	IL21
166379	BBS12	NP_001171478.1	NM_001178007	CCDS3728.1	BBS12
166379	BBS12	NP_689831.2	NM_152618	CCDS3728.1	BBS12
11162	NUDT6	NP_009014.2	NM_007083	CCDS43268.1	NUDT6
166378	SPATA5	NP_660208.2	NM_145207	CCDS3730.1	SPATA5
10252	SPRY1	NP_001244967.1	NM_001258038	CCDS3731.1	SPRY1
10252	SPRY1	NP_955359.1	NM_199327	CCDS3731.1	SPRY1
10252	SPRY1	NP_005832.1	NM_005841	CCDS3731.1	SPRY1
10252	SPRY1	NP_001244968.1	NM_001258039	CCDS3731.1	SPRY1
10252	SPRY1	XP_005262743.1	PRJNA168;XM_005262686	-	SPRY1
57182	ANKRD50	NP_065070.1	NM_020337	CCDS34060.1	ANKRD50
79633	FAT4	XP_005263266.1	PRJNA168;XM_005263209	-	FAT4
27152	INTU	NP_056508.2	NM_015693	CCDS34061.1	INTU
83447	SLC25A31	NP_112581.1	NM_031291	CCDS3733.1	SLC25A31
22824	HSPA4L	NP_055093.2	NM_014278	CCDS3734.1	HSPA4L
10733	PLK4	NP_055079.3	NM_014264	CCDS3735.1	PLK4
256471	MFSD8	NP_689991.1	NM_152778	CCDS3736.1	MFSD8
256471	MFSD8	XP_005262950.1	PRJNA168;XM_005262893	-	MFSD8
80167	C4orf29	XP_005263295.1	PRJNA168;XM_005263238	-	ABHD18
80167	C4orf29	XP_005263296.1	PRJNA168;XM_005263239	-	ABHD18
80167	C4orf29	XP_005263297.1	PRJNA168;XM_005263240	-	ABHD18
79960	PHF17	NP_955352.1	NM_199320	CCDS34062.1	JADE1
79960	PHF17	XP_005263287.1	PRJNA168;XM_005263230	-	JADE1
79960	PHF17	XP_005263288.1	PRJNA168;XM_005263231	-	JADE1
79960	PHF17	XP_005263289.1	PRJNA168;XM_005263232	-	JADE1
132320	SCLT1	NP_653244.2	NM_144643	CCDS3740.1	SCLT1
132321	C4orf33	NP_001093253.1	NM_001099783	CCDS3741.1	C4orf33
132321	C4orf33	NP_775758.2	NM_173487	CCDS3741.1	C4orf33
132321	C4orf33	XP_005262791.1	PRJNA168;XM_005262734	-	C4orf33
132321	C4orf33	XP_005262792.1	PRJNA168;XM_005262735	-	C4orf33
57575	PCDH10	NP_116586.1	NM_032961	CCDS34063.1	PCDH10
23657	SLC7A11	NP_055146.1	NM_014331	CCDS3742.1	SLC7A11
25819	CCRN4L	NP_036250.2	NM_012118	CCDS3743.1	NOCT
1998	ELF2	XP_005262860.1	PRJNA168;XM_005262803	-	ELF2
84709	MGARP	NP_116012.2	NM_032623	CCDS43269.1	MGARP
4717	NDUFC1	NP_001171915.1	NM_001184986	CCDS3746.1	NDUFC1
4717	NDUFC1	NP_002485.1	NM_002494	CCDS3746.1	NDUFC1
4717	NDUFC1	NP_001171916.1	NM_001184987	CCDS3746.1	NDUFC1
4717	NDUFC1	NP_001171917.1	NM_001184988	CCDS3746.1	NDUFC1
4717	NDUFC1	NP_001171918.1	NM_001184989	CCDS3746.1	NDUFC1
4717	NDUFC1	NP_001171919.1	NM_001184990	CCDS3746.1	NDUFC1
4717	NDUFC1	NP_001171920.1	NM_001184991	CCDS3746.1	NDUFC1
4717	NDUFC1	XP_005263083.1	PRJNA168;XM_005263026	-	NDUFC1
80155	NAA15	NP_476516.1	NM_057175	CCDS43270.1	NAA15
83452	RAB33B	NP_112586.1	NM_031296	CCDS3747.1	RAB33B
80854	SETD7	NP_085151.1	NM_030648	CCDS3748.1	SETD7
4258	MGST2	NP_002404.1	NM_002413	CCDS3749.1	MGST2
4258	MGST2	NP_001191295.1	NM_001204366	CCDS3749.1	MGST2
1047	CLGN	NP_004353.1	NM_004362	CCDS3751.1	CLGN
1047	CLGN	NP_001124147.1	NM_001130675	CCDS3751.1	CLGN
152586	LOC152586	NP_001264282.1	NM_001277353	-	MGAT4D
255520	ELMOD2	NP_714913.1	NM_153702	CCDS3752.1	ELMOD2
255520	ELMOD2	XP_005262943.1	PRJNA168;XM_005262886	-	ELMOD2
255520	ELMOD2	XP_005262944.1	PRJNA168;XM_005262887	-	ELMOD2
7350	UCP1	NP_068605.1	NM_021833	CCDS3753.1	UCP1
23158	TBC1D9	NP_055945.2	NM_015130	CCDS47136.1	TBC1D9
57484	RNF150	NP_065775.1	NM_020724	CCDS34065.1	RNF150
27309	ZNF330	NP_055302.1	NM_014487	CCDS3754.1	ZNF330
3600	IL15	NP_000576.1	NM_000585	CCDS3755.1	IL15
8821	INPP4B	NP_003857.2	NM_003866	CCDS3757.1	INPP4B
8821	INPP4B	NP_001095139.1	NM_001101669	CCDS3757.1	INPP4B
84640	USP38	NP_115946.2	NM_032557	CCDS3758.1	USP38
8467	SMARCA5	NP_003592.3	NM_003601	CCDS3761.1	SMARCA5
166752	FREM3	NP_001161707.1	NM_001168235	CCDS54808.1	FREM3
2996	GYPE	NP_941391.2	NM_198682	CCDS47138.1	GYPE
2996	GYPE	NP_002093.2	NM_002102	CCDS47138.1	GYPE
2993	GYPA	NP_002090.4	NM_002099	CCDS34069.1	GYPA
64399	HHIP	NP_071920.1	NM_022475	CCDS3762.1	HHIP
10393	ANAPC10	NP_001243635.1	NM_001256706	CCDS43273.1	ANAPC10
10393	ANAPC10	NP_001243636.1	NM_001256707	CCDS43273.1	ANAPC10
10393	ANAPC10	NP_055700.2	NM_014885	CCDS43273.1	ANAPC10
10393	ANAPC10	NP_001243637.1	NM_001256708	CCDS43273.1	ANAPC10
6059	ABCE1	NP_002931.2	NM_002940	CCDS34071.1	ABCE1
6059	ABCE1	NP_001035809.1	NM_001040876	CCDS34071.1	ABCE1
54726	OTUD4	XP_005263136.1	PRJNA168;XM_005263079	-	OTUD4
4086	SMAD1	NP_005891.1	NM_005900	CCDS3765.1	SMAD1
4086	SMAD1	NP_001003688.1	NM_001003688	CCDS3765.1	SMAD1
4086	SMAD1	XP_005263048.1	PRJNA168;XM_005262991	-	SMAD1
4086	SMAD1	XP_005263049.1	PRJNA168;XM_005262992	-	SMAD1
166785	MMAA	NP_758454.1	NM_172250	CCDS3766.1	MMAA
646603	C4orf51	NP_001074000.1	NM_001080531	CCDS47140.1	C4orf51
11157	LSM6	NP_009011.1	NM_007080	CCDS3767.1	LSM6
84068	SLC10A7	NP_001025169.1	NM_001029998	CCDS34073.1	SLC10A7
5458	POU4F2	NP_004566.2	NM_004575	CCDS34074.1	POU4F2
83894	TTC29	NP_114162.2	NM_031956	CCDS47141.1	TTC29
1909	EDNRA	NP_001948.1	NM_001957	CCDS3769.1	EDNRA
55751	TMEM184C	NP_060711.2	NM_018241	CCDS3770.1	TMEM184C
90826	PRMT10	NP_612373.2	NM_138364	CCDS3771.1	PRMT9
79658	ARHGAP10	NP_078881.3	NM_024605	CCDS34075.1	ARHGAP10
4306	NR3C2	NP_000892.2	NM_000901	CCDS3772.1	NR3C2
4306	NR3C2	XP_005263071.1	PRJNA168;XM_005263014	-	NR3C2
987	LRBA	XP_005263432.1	PRJNA168;XM_005263375	-	LRBA
10586	MAB21L2	NP_006430.1	NM_006439	CCDS3774.1	MAB21L2
6189	RPS3A	NP_000997.1	NM_001006	CCDS3775.1	RPS3A
345062	PRSS48	NP_899231.2	NM_183375	CCDS47145.1	PRSS48
729830	FAM160A1	NP_001103447.1	NM_001109977	CCDS47146.1	FHIP1A
729830	FAM160A1	XP_005263256.1	PRJNA168;XM_005263199	-	FHIP1A
5188	PET112	NP_004555.1	NM_004564	CCDS3776.1	GATB
55294	FBXW7	NP_361014.1	NM_033632	CCDS3777.1	FBXW7
55294	FBXW7	XP_005263164.1	PRJNA168;XM_005263107	-	FBXW7
201799	TMEM154	NP_689893.1	NM_152680	CCDS3779.1	TMEM154
201798	TIGD4	NP_663772.1	NM_145720	CCDS34079.1	TIGD4
201798	TIGD4	XP_005262864.1	PRJNA168;XM_005262807	-	TIGD4
27236	ARFIP1	NP_001020766.1	NM_001025595	CCDS34080.1	ARFIP1
27236	ARFIP1	XP_005262985.1	PRJNA168;XM_005262928	-	ARFIP1
27236	ARFIP1	XP_005262986.1	PRJNA168;XM_005262929	-	ARFIP1
85462	FHDC1	NP_203751.2	NM_033393	CCDS34081.1	FHDC1
85462	FHDC1	XP_005263376.1	PRJNA168;XM_005263319	-	FHDC1
85462	FHDC1	XP_005263377.1	PRJNA168;XM_005263320	-	FHDC1
84057	MND1	NP_115493.1	NM_032117	CCDS3782.1	MND1
23240	KIAA0922	NP_001124479.1	NM_001131007	CCDS47148.1	TMEM131L
7097	TLR2	NP_003255.2	NM_003264	CCDS3784.1	TLR2
7097	TLR2	XP_005263250.1	PRJNA168;XM_005263193	-	TLR2
7097	TLR2	XP_005263251.1	PRJNA168;XM_005263194	-	TLR2
7097	TLR2	XP_005263252.1	PRJNA168;XM_005263195	-	TLR2
7097	TLR2	XP_005263253.1	PRJNA168;XM_005263196	-	TLR2
7097	TLR2	XP_005263254.1	PRJNA168;XM_005263197	-	TLR2
6423	SFRP2	NP_003004.1	NM_003013	CCDS34082.1	SFRP2
5356	PLRG1	NP_002660.1	NM_002669	CCDS34083.1	PLRG1
2244	FGB	NP_005132.2	NM_005141	CCDS3786.1	FGB
9227	LRAT	NP_004735.2	NM_004744	CCDS3789.1	LRAT
166863	RBM46	NP_659416.1	NM_144979	CCDS3790.1	RBM46
166863	RBM46	XP_005262847.1	PRJNA168;XM_005262790	-	RBM46
4887	NPY2R	NP_000901.1	NM_000910	CCDS3791.1	NPY2R
4887	NPY2R	XP_005263090.1	PRJNA168;XM_005263033	-	NPY2R
4887	NPY2R	XP_005263091.1	PRJNA168;XM_005263034	-	NPY2R
79884	MAP9	NP_001034669.1	NM_001039580	CCDS35493.1	MAP9
